,pts,opp_pts,homeLink,oppLink,team1_srs,team1_sos,team1_pace,team1_off_rtg,team1_fta_per_fga_pct,team1_fg3a_per_fga_pct,team1_ts_pct,team1_trb_pct,team1_ast_pct,team1_stl_pct,team1_blk_pct,team1_efg_pct,team1_tov_pct,team1_orb_pct,team1_ft_rate,team1_opp_pace,team1_opp_off_rtg,team1_opp_fta_per_fga_pct,team1_opp_fg3a_per_fga_pct,team1_opp_ts_pct,team1_opp_trb_pct,team1_opp_ast_pct,team1_opp_stl_pct,team1_opp_blk_pct,team1_opp_efg_pct,team1_opp_tov_pct,team1_opp_orb_pct,team1_opp_ft_rate,team2_srs,team2_sos,team2_pace,team2_off_rtg,team2_fta_per_fga_pct,team2_fg3a_per_fga_pct,team2_ts_pct,team2_trb_pct,team2_ast_pct,team2_stl_pct,team2_blk_pct,team2_efg_pct,team2_tov_pct,team2_orb_pct,team2_ft_rate,team2_opp_pace,team2_opp_off_rtg,team2_opp_fta_per_fga_pct,team2_opp_fg3a_per_fga_pct,team2_opp_ts_pct,team2_opp_trb_pct,team2_opp_ast_pct,team2_opp_stl_pct,team2_opp_blk_pct,team2_opp_efg_pct,team2_opp_tov_pct,team2_opp_orb_pct,team2_opp_ft_rate,pts_diff
10,81,70,/cbb/schools/belmont/men/2019.html,/cbb/schools/temple/men/2019.html,9.12,-2.6,74.2,116.2,0.286,0.44,0.603,52.2,61.9,8.9,9.1,0.58,13.7,25.1,0.211,74.2,98.8,0.27,0.352,0.512,47.8,44.9,8.1,9.9,0.484,14.5,24.1,0.188,8.17,4.93,70.5,104.4,0.325,0.374,0.534,48.2,54.5,12.0,6.2,0.499,13.8,26.1,0.236,70.5,99.9,0.339,0.383,0.535,51.8,50.1,7.7,6.8,0.506,18.0,28.4,0.23,11
11,77,79,/cbb/schools/belmont/men/2019.html,/cbb/schools/maryland/men/2019.html,9.12,-2.6,74.2,116.2,0.286,0.44,0.603,52.2,61.9,8.9,9.1,0.58,13.7,25.1,0.211,74.2,98.8,0.27,0.352,0.512,47.8,44.9,8.1,9.9,0.484,14.5,24.1,0.188,16.01,10.09,66.6,107.3,0.328,0.37,0.55,56.0,52.1,6.5,13.4,0.514,16.5,34.0,0.244,66.6,98.4,0.266,0.394,0.493,44.0,51.9,10.4,9.8,0.459,12.3,24.7,0.193,-2
12,65,76,/cbb/schools/bradley/men/2019.html,/cbb/schools/michigan-state/men/2019.html,-0.08,-0.9,66.2,100.2,0.359,0.348,0.531,50.7,52.1,8.0,11.6,0.497,16.7,26.9,0.248,66.2,98.3,0.351,0.398,0.518,49.3,53.3,8.4,7.4,0.477,16.4,26.2,0.254,24.93,12.34,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253,68.1,94.8,0.275,0.372,0.471,43.9,51.9,9.1,8.4,0.439,12.9,25.7,0.187,-11
13,58,78,/cbb/schools/buffalo/men/2019.html,/cbb/schools/texas-tech/men/2019.html,15.56,2.62,74.5,112.8,0.327,0.436,0.561,52.4,55.3,9.8,10.1,0.535,13.8,31.8,0.225,74.5,94.7,0.315,0.363,0.509,47.6,40.6,7.1,8.5,0.474,18.1,26.3,0.221,22.79,9.53,67.6,106.9,0.329,0.36,0.567,50.8,52.3,10.7,15.4,0.535,15.8,26.3,0.241,67.6,87.4,0.367,0.403,0.475,49.2,49.5,9.2,7.0,0.43,19.8,27.5,0.255,-20
14,72,79,/cbb/schools/cincinnati/men/2019.html,/cbb/schools/iowa/men/2019.html,14.53,5.5,65.0,109.5,0.376,0.333,0.528,53.7,53.4,9.3,14.5,0.49,13.3,36.9,0.265,65.0,95.7,0.305,0.428,0.513,46.3,50.7,5.8,9.4,0.486,18.2,28.8,0.202,14.27,9.84,70.2,110.4,0.423,0.39,0.569,50.6,59.3,8.5,9.0,0.527,15.1,29.5,0.313,70.2,104.1,0.288,0.412,0.54,49.4,57.8,9.3,7.9,0.515,16.0,29.0,0.199,-7
15,70,77,/cbb/schools/colgate/men/2019.html,/cbb/schools/tennessee/men/2019.html,1.23,-3.83,67.8,110.3,0.282,0.409,0.585,52.7,56.6,8.9,10.0,0.559,16.8,29.1,0.21,67.8,102.4,0.285,0.405,0.532,47.3,51.4,10.4,9.5,0.503,15.5,26.3,0.203,21.55,10.16,69.4,116.1,0.333,0.32,0.587,52.3,59.7,8.5,15.2,0.554,13.7,30.9,0.251,69.4,98.7,0.343,0.406,0.504,47.7,51.2,8.8,6.3,0.475,15.6,29.4,0.224,-7
16,85,62,/cbb/schools/duke/men/2019.html,/cbb/schools/north-dakota-state/men/2019.html,26.9,11.98,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228,73.2,92.3,0.24,0.349,0.479,46.2,49.9,8.7,8.0,0.45,16.7,29.1,0.167,-4.01,-2.07,66.8,108.5,0.318,0.472,0.576,48.7,46.0,6.8,6.6,0.54,14.2,20.6,0.247,66.8,107.9,0.259,0.353,0.554,51.3,45.2,7.7,9.4,0.525,13.0,24.5,0.194,23
17,77,76,/cbb/schools/duke/men/2019.html,/cbb/schools/central-florida/men/2019.html,26.9,11.98,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228,73.2,92.3,0.24,0.349,0.479,46.2,49.9,8.7,8.0,0.45,16.7,29.1,0.167,13.37,5.58,67.3,107.1,0.453,0.356,0.557,51.5,53.6,8.5,12.6,0.529,15.5,29.0,0.294,67.3,95.5,0.292,0.384,0.482,48.5,53.5,8.5,8.1,0.454,15.3,29.2,0.189,1
18,75,73,/cbb/schools/duke/men/2019.html,/cbb/schools/virginia-tech/men/2019.html,26.9,11.98,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228,73.2,92.3,0.24,0.349,0.479,46.2,49.9,8.7,8.0,0.45,16.7,29.1,0.167,19.28,7.79,64.4,113.3,0.319,0.437,0.588,51.9,59.5,10.4,8.4,0.556,15.2,29.2,0.243,64.4,95.6,0.263,0.499,0.52,48.1,56.5,7.7,10.0,0.49,19.0,27.0,0.19,2
19,67,68,/cbb/schools/duke/men/2019.html,/cbb/schools/michigan-state/men/2019.html,26.9,11.98,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228,73.2,92.3,0.24,0.349,0.479,46.2,49.9,8.7,8.0,0.45,16.7,29.1,0.167,24.93,12.34,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253,68.1,94.8,0.275,0.372,0.471,43.9,51.9,9.1,8.4,0.439,12.9,25.7,0.187,-1
20,82,76,/cbb/schools/fairleigh-dickinson/men/2019.html,/cbb/schools/prairie-view/men/2019.html,-6.09,-7.24,68.7,107.5,0.362,0.347,0.576,49.3,52.8,10.7,10.5,0.544,17.3,28.8,0.263,68.7,103.2,0.298,0.387,0.54,50.7,52.1,8.9,9.2,0.513,17.9,31.9,0.207,-7.29,-9.17,72.5,103.5,0.425,0.341,0.53,46.7,49.3,12.2,4.6,0.493,15.2,29.8,0.289,72.5,100.3,0.464,0.36,0.553,53.3,51.6,6.9,11.2,0.514,21.7,34.1,0.321,6
21,49,87,/cbb/schools/fairleigh-dickinson/men/2019.html,/cbb/schools/gonzaga/men/2019.html,-6.09,-7.24,68.7,107.5,0.362,0.347,0.576,49.3,52.8,10.7,10.5,0.544,17.3,28.8,0.263,68.7,103.2,0.298,0.387,0.54,50.7,52.1,8.9,9.2,0.513,17.9,31.9,0.207,27.79,5.01,71.7,122.2,0.353,0.353,0.62,54.7,56.8,10.5,13.9,0.59,13.1,30.4,0.269,71.7,90.4,0.259,0.349,0.474,45.3,41.4,7.6,5.8,0.442,16.5,26.0,0.18,-38
22,70,61,/cbb/schools/florida/men/2019.html,/cbb/schools/nevada/men/2019.html,15.42,11.22,64.7,103.7,0.299,0.433,0.53,49.2,51.0,10.9,11.0,0.498,15.4,30.6,0.216,64.7,97.3,0.336,0.381,0.515,50.8,48.3,9.4,9.1,0.481,19.2,32.1,0.233,16.0,2.68,70.7,113.2,0.408,0.428,0.57,51.8,53.9,8.8,11.2,0.537,12.9,27.1,0.289,70.7,94.4,0.28,0.399,0.505,48.2,51.7,6.6,7.4,0.477,17.0,24.7,0.189,9
23,49,64,/cbb/schools/florida/men/2019.html,/cbb/schools/michigan/men/2019.html,15.42,11.22,64.7,103.7,0.299,0.433,0.53,49.2,51.0,10.9,11.0,0.498,15.4,30.6,0.216,64.7,97.3,0.336,0.381,0.515,50.8,48.3,9.4,9.1,0.481,19.2,32.1,0.233,21.82,10.55,65.4,106.5,0.275,0.399,0.542,50.7,54.4,9.3,10.3,0.516,12.3,23.9,0.193,65.4,89.2,0.241,0.301,0.467,49.3,45.8,6.1,9.6,0.441,15.8,24.1,0.16,-15
24,76,69,/cbb/schools/florida-state/men/2019.html,/cbb/schools/vermont/men/2019.html,17.99,10.26,69.5,106.3,0.358,0.377,0.545,53.2,49.5,10.2,12.7,0.505,16.2,32.3,0.267,69.5,95.3,0.357,0.388,0.514,46.8,43.8,7.8,8.4,0.472,18.0,26.3,0.257,4.88,-4.18,66.5,110.2,0.359,0.403,0.568,53.2,46.2,8.3,11.9,0.53,14.6,27.3,0.269,66.5,94.1,0.274,0.378,0.517,46.8,46.0,8.2,8.3,0.484,17.5,21.3,0.2,7
25,90,62,/cbb/schools/florida-state/men/2019.html,/cbb/schools/murray-state/men/2019.html,17.99,10.26,69.5,106.3,0.358,0.377,0.545,53.2,49.5,10.2,12.7,0.505,16.2,32.3,0.267,69.5,95.3,0.357,0.388,0.514,46.8,43.8,7.8,8.4,0.472,18.0,26.3,0.257,8.96,-3.11,71.8,115.0,0.335,0.364,0.586,52.1,59.8,10.5,11.5,0.557,14.7,31.3,0.246,71.8,95.1,0.274,0.354,0.495,47.9,45.2,8.4,9.2,0.461,16.9,29.6,0.197,28
26,58,72,/cbb/schools/florida-state/men/2019.html,/cbb/schools/gonzaga/men/2019.html,17.99,10.26,69.5,106.3,0.358,0.377,0.545,53.2,49.5,10.2,12.7,0.505,16.2,32.3,0.267,69.5,95.3,0.357,0.388,0.514,46.8,43.8,7.8,8.4,0.472,18.0,26.3,0.257,27.79,5.01,71.7,122.2,0.353,0.353,0.62,54.7,56.8,10.5,13.9,0.59,13.1,30.4,0.269,71.7,90.4,0.259,0.349,0.474,45.3,41.4,7.6,5.8,0.442,16.5,26.0,0.18,-14
27,56,71,/cbb/schools/gardner-webb/men/2019.html,/cbb/schools/virginia/men/2019.html,-2.61,-4.43,68.5,110.9,0.378,0.366,0.587,49.2,52.6,9.7,8.8,0.558,15.0,24.5,0.269,68.5,100.7,0.276,0.453,0.519,50.8,54.0,8.4,8.2,0.488,16.5,30.0,0.198,25.46,10.15,60.8,116.3,0.291,0.395,0.58,53.9,55.9,9.0,13.0,0.552,12.8,29.7,0.216,60.8,91.3,0.263,0.425,0.475,46.1,43.4,8.1,8.3,0.447,15.4,24.7,0.175,-15
28,55,84,/cbb/schools/georgia-state/men/2019.html,/cbb/schools/houston/men/2019.html,2.44,0.65,71.3,107.1,0.353,0.436,0.565,45.4,46.0,11.1,14.0,0.543,14.5,23.1,0.235,71.3,102.7,0.308,0.451,0.53,54.6,58.7,7.0,9.7,0.499,17.9,33.8,0.216,18.91,4.61,67.3,111.8,0.316,0.426,0.55,54.9,55.8,9.6,13.4,0.521,13.9,33.8,0.222,67.3,90.6,0.373,0.411,0.471,45.1,49.9,7.8,6.4,0.425,15.9,25.5,0.259,-29
29,69,75,/cbb/schools/gonzaga/men/2019.html,/cbb/schools/texas-tech/men/2019.html,27.79,5.01,71.7,122.2,0.353,0.353,0.62,54.7,56.8,10.5,13.9,0.59,13.1,30.4,0.269,71.7,90.4,0.259,0.349,0.474,45.3,41.4,7.6,5.8,0.442,16.5,26.0,0.18,22.79,9.53,67.6,106.9,0.329,0.36,0.567,50.8,52.3,10.7,15.4,0.535,15.8,26.3,0.241,67.6,87.4,0.367,0.403,0.475,49.2,49.5,9.2,7.0,0.43,19.8,27.5,0.255,-6
30,74,59,/cbb/schools/houston/men/2019.html,/cbb/schools/ohio-state/men/2019.html,18.91,4.61,67.3,111.8,0.316,0.426,0.55,54.9,55.8,9.6,13.4,0.521,13.9,33.8,0.222,67.3,90.6,0.373,0.411,0.471,45.1,49.9,7.8,6.4,0.425,15.9,25.5,0.259,13.89,11.0,66.7,103.2,0.337,0.401,0.54,50.9,58.9,8.8,7.0,0.503,16.4,27.6,0.247,66.7,98.9,0.318,0.374,0.522,49.1,50.1,9.3,9.2,0.483,16.1,25.8,0.235,15
31,58,62,/cbb/schools/houston/men/2019.html,/cbb/schools/kentucky/men/2019.html,18.91,4.61,67.3,111.8,0.316,0.426,0.55,54.9,55.8,9.6,13.4,0.521,13.9,33.8,0.222,67.3,90.6,0.373,0.411,0.471,45.1,49.9,7.8,6.4,0.425,15.9,25.5,0.259,21.43,10.29,67.3,111.9,0.419,0.296,0.571,56.9,51.2,8.8,13.4,0.53,15.9,36.4,0.31,67.3,95.5,0.268,0.386,0.498,43.1,47.9,8.6,7.8,0.466,15.7,25.2,0.189,-4
32,73,88,/cbb/schools/iona/men/2019.html,/cbb/schools/north-carolina/men/2019.html,-4.78,-5.5,71.4,107.4,0.368,0.445,0.568,48.0,50.4,9.5,7.7,0.53,15.4,24.3,0.275,71.4,106.4,0.285,0.424,0.547,52.0,55.4,7.6,11.2,0.523,16.0,29.8,0.195,23.94,11.35,75.9,112.7,0.302,0.358,0.56,56.6,60.6,9.2,9.5,0.529,14.6,34.8,0.224,75.9,96.1,0.284,0.438,0.517,43.4,54.2,8.8,11.0,0.489,16.4,22.4,0.193,-15
33,77,83,/cbb/schools/iowa/men/2019.html,/cbb/schools/tennessee/men/2019.html,14.27,9.84,70.2,110.4,0.423,0.39,0.569,50.6,59.3,8.5,9.0,0.527,15.1,29.5,0.313,70.2,104.1,0.288,0.412,0.54,49.4,57.8,9.3,7.9,0.515,16.0,29.0,0.199,21.55,10.16,69.4,116.1,0.333,0.32,0.587,52.3,59.7,8.5,15.2,0.554,13.7,30.9,0.251,69.4,98.7,0.343,0.406,0.504,47.7,51.2,8.8,6.3,0.475,15.6,29.4,0.224,-6
34,59,62,/cbb/schools/iowa-state/men/2019.html,/cbb/schools/ohio-state/men/2019.html,18.07,9.3,68.2,112.7,0.3,0.396,0.575,50.3,54.1,10.3,12.5,0.548,13.9,28.4,0.22,68.2,99.9,0.236,0.392,0.511,49.7,49.9,7.7,7.4,0.484,15.9,30.1,0.169,13.89,11.0,66.7,103.2,0.337,0.401,0.54,50.9,58.9,8.8,7.0,0.503,16.4,27.6,0.247,66.7,98.9,0.318,0.374,0.522,49.1,50.1,9.3,9.2,0.483,16.1,25.8,0.235,-3
35,87,53,/cbb/schools/kansas/men/2019.html,/cbb/schools/northeastern/men/2019.html,18.35,12.79,70.3,106.5,0.325,0.349,0.555,52.1,48.3,9.5,10.9,0.526,16.1,29.9,0.229,70.3,98.7,0.278,0.418,0.507,47.9,52.7,9.3,8.9,0.478,15.4,27.8,0.191,3.95,-0.7,66.3,111.7,0.343,0.464,0.597,49.7,54.5,9.2,6.0,0.565,15.1,22.5,0.258,66.3,104.8,0.278,0.359,0.55,50.3,45.3,8.1,7.4,0.521,14.9,24.5,0.204,34
36,64,70,/cbb/schools/kansas-state/men/2019.html,/cbb/schools/california-irvine/men/2019.html,15.39,9.18,64.9,101.3,0.306,0.384,0.52,50.9,57.6,11.6,7.7,0.493,15.2,28.4,0.204,64.9,91.7,0.307,0.429,0.511,49.1,54.5,9.6,8.2,0.482,20.3,25.6,0.207,5.7,-2.3,66.2,107.8,0.296,0.325,0.543,54.8,48.5,8.5,10.9,0.516,15.2,34.0,0.208,66.2,94.8,0.33,0.338,0.48,45.2,43.9,7.8,7.1,0.439,14.6,26.7,0.233,-6
37,62,56,/cbb/schools/kentucky/men/2019.html,/cbb/schools/wofford/men/2019.html,21.43,10.29,67.3,111.9,0.419,0.296,0.571,56.9,51.2,8.8,13.4,0.53,15.9,36.4,0.31,67.3,95.5,0.268,0.386,0.498,43.1,47.9,8.6,7.8,0.466,15.7,25.2,0.189,13.92,0.8,68.5,119.2,0.271,0.436,0.598,54.5,50.6,9.6,9.1,0.58,13.5,32.5,0.19,68.5,95.0,0.304,0.402,0.521,45.5,48.5,7.9,7.3,0.49,18.0,23.8,0.214,6
38,80,76,/cbb/schools/liberty/men/2019.html,/cbb/schools/mississippi-state/men/2019.html,5.27,-3.88,65.4,112.8,0.265,0.442,0.596,51.5,55.2,9.5,8.1,0.569,15.1,25.1,0.205,65.4,93.9,0.31,0.376,0.508,48.5,45.9,8.2,8.8,0.478,18.2,24.9,0.21,15.96,9.07,68.6,111.9,0.326,0.391,0.574,52.8,51.4,11.7,14.0,0.546,16.5,34.6,0.234,68.6,102.0,0.321,0.366,0.536,47.2,50.6,8.5,10.1,0.503,17.0,29.4,0.23,4
39,58,67,/cbb/schools/liberty/men/2019.html,/cbb/schools/virginia-tech/men/2019.html,5.27,-3.88,65.4,112.8,0.265,0.442,0.596,51.5,55.2,9.5,8.1,0.569,15.1,25.1,0.205,65.4,93.9,0.31,0.376,0.508,48.5,45.9,8.2,8.8,0.478,18.2,24.9,0.21,19.28,7.79,64.4,113.3,0.319,0.437,0.588,51.9,59.5,10.4,8.4,0.556,15.2,29.2,0.243,64.4,95.6,0.263,0.499,0.52,48.1,56.5,7.7,10.0,0.49,19.0,27.0,0.19,-9
40,79,74,/cbb/schools/louisiana-state/men/2019.html,/cbb/schools/yale/men/2019.html,16.5,9.16,70.6,111.1,0.371,0.342,0.553,53.0,45.7,12.2,11.8,0.512,15.1,36.2,0.279,70.6,100.9,0.331,0.4,0.53,47.0,45.0,8.9,7.9,0.499,17.4,30.2,0.229,5.52,-1.24,72.9,109.7,0.307,0.35,0.584,52.9,56.3,8.0,11.2,0.556,15.9,25.8,0.227,72.9,99.5,0.305,0.38,0.509,47.1,48.9,9.4,7.9,0.471,13.5,24.1,0.223,5
41,69,67,/cbb/schools/louisiana-state/men/2019.html,/cbb/schools/maryland/men/2019.html,16.5,9.16,70.6,111.1,0.371,0.342,0.553,53.0,45.7,12.2,11.8,0.512,15.1,36.2,0.279,70.6,100.9,0.331,0.4,0.53,47.0,45.0,8.9,7.9,0.499,17.4,30.2,0.229,16.01,10.09,66.6,107.3,0.328,0.37,0.55,56.0,52.1,6.5,13.4,0.514,16.5,34.0,0.244,66.6,98.4,0.266,0.394,0.493,44.0,51.9,10.4,9.8,0.459,12.3,24.7,0.193,2
42,63,80,/cbb/schools/louisiana-state/men/2019.html,/cbb/schools/michigan-state/men/2019.html,16.5,9.16,70.6,111.1,0.371,0.342,0.553,53.0,45.7,12.2,11.8,0.512,15.1,36.2,0.279,70.6,100.9,0.331,0.4,0.53,47.0,45.0,8.9,7.9,0.499,17.4,30.2,0.229,24.93,12.34,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253,68.1,94.8,0.275,0.372,0.471,43.9,51.9,9.1,8.4,0.439,12.9,25.7,0.187,-17
43,76,86,/cbb/schools/louisville/men/2019.html,/cbb/schools/minnesota/men/2019.html,17.28,11.04,68.4,107.4,0.349,0.437,0.553,52.4,53.6,6.3,7.9,0.509,15.2,29.0,0.271,68.4,98.4,0.32,0.372,0.503,47.6,47.9,8.3,10.6,0.468,14.1,25.7,0.223,12.52,11.27,67.9,103.7,0.416,0.296,0.521,51.2,59.0,7.1,10.1,0.482,14.6,30.9,0.283,67.9,101.8,0.282,0.339,0.523,48.8,50.8,8.5,10.9,0.495,14.7,27.9,0.195,-10
44,64,83,/cbb/schools/marquette/men/2019.html,/cbb/schools/murray-state/men/2019.html,14.78,6.96,70.7,108.2,0.351,0.417,0.572,53.0,51.1,6.9,11.2,0.535,16.9,29.1,0.266,70.7,97.3,0.359,0.356,0.5,47.0,51.0,9.7,8.9,0.463,14.5,26.2,0.244,8.96,-3.11,71.8,115.0,0.335,0.364,0.586,52.1,59.8,10.5,11.5,0.557,14.7,31.3,0.246,71.8,95.1,0.274,0.354,0.495,47.9,45.2,8.4,9.2,0.461,16.9,29.6,0.197,-19
45,74,55,/cbb/schools/michigan/men/2019.html,/cbb/schools/montana/men/2019.html,21.82,10.55,65.4,106.5,0.275,0.399,0.542,50.7,54.4,9.3,10.3,0.516,12.3,23.9,0.193,65.4,89.2,0.241,0.301,0.467,49.3,45.8,6.1,9.6,0.441,15.8,24.1,0.16,1.5,-5.05,68.6,110.6,0.313,0.385,0.585,51.8,52.3,9.5,8.8,0.564,15.4,26.6,0.216,68.6,99.5,0.36,0.365,0.537,48.2,45.3,8.1,8.0,0.494,17.5,24.5,0.27,19
