,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
10,/cbb/boxscores/2015-12-18-chattanooga.html,"Fri, Dec 18, 2015",7:00p,REG,,/cbb/schools/kennesaw-state/men/2016.html,Kennesaw State,/cbb/conferences/atlantic-sun/men/2016.html,A-Sun,-8.58,W,78,66,,9,2,W 4,McKenzie Arena,/cbb/schools/chattanooga/men/2016.html
11,/cbb/boxscores/2015-12-22-chattanooga.html,"Tue, Dec 22, 2015",3:00p,REG,,/cbb/schools/radford/men/2016.html,Radford,/cbb/conferences/big-south/men/2016.html,Big South,-5.17,W,77,75,,10,2,W 5,McKenzie Arena,/cbb/schools/chattanooga/men/2016.html
12,/cbb/boxscores/2015-12-29-lipscomb.html,"Tue, Dec 29, 2015",7:30p,REG,@,/cbb/schools/lipscomb/men/2016.html,Lipscomb,/cbb/conferences/atlantic-sun/men/2016.html,A-Sun,-8.85,W,80,56,,11,2,W 6,Allen Arena,/cbb/schools/chattanooga/men/2016.html
13,/cbb/boxscores/2016-01-02-citadel.html,"Sat, Jan 2, 2016",1:00p,REG,@,/cbb/schools/citadel/men/2016.html,The Citadel,/cbb/conferences/southern/men/2016.html,Southern,-15.95,W,84,78,,12,2,W 7,McAlister Field House,/cbb/schools/chattanooga/men/2016.html
14,/cbb/boxscores/2016-01-05-chattanooga.html,"Tue, Jan 5, 2016",7:00p,REG,,/cbb/schools/mercer/men/2016.html,Mercer,/cbb/conferences/southern/men/2016.html,Southern,-3.11,W,74,62,,13,2,W 8,McKenzie Arena,/cbb/schools/chattanooga/men/2016.html
15,/cbb/boxscores/2016-01-09-furman.html,"Sat, Jan 9, 2016",12:30p,REG,@,/cbb/schools/furman/men/2016.html,Furman,/cbb/conferences/southern/men/2016.html,Southern,-2.83,L,55,70,,13,3,L 1,Timmons Arena,/cbb/schools/chattanooga/men/2016.html
16,/cbb/boxscores/2016-01-11-wofford.html,"Mon, Jan 11, 2016",6:00p,REG,@,/cbb/schools/wofford/men/2016.html,Wofford,/cbb/conferences/southern/men/2016.html,Southern,-3.75,W,77,68,,14,3,W 1,Benjamin Johnson Arena,/cbb/schools/chattanooga/men/2016.html
17,/cbb/boxscores/2016-01-14-chattanooga.html,"Thu, Jan 14, 2016",7:00p,REG,,/cbb/schools/western-carolina/men/2016.html,Western Carolina,/cbb/conferences/southern/men/2016.html,Southern,-4.98,W,77,58,,15,3,W 2,McKenzie Arena,/cbb/schools/chattanooga/men/2016.html
18,/cbb/boxscores/2016-01-16-chattanooga.html,"Sat, Jan 16, 2016",5:00p,REG,,/cbb/schools/east-tennessee-state/men/2016.html,East Tennessee State,/cbb/conferences/southern/men/2016.html,Southern,-1.49,W,94,84,,16,3,W 3,McKenzie Arena,/cbb/schools/chattanooga/men/2016.html
19,/cbb/boxscores/2016-01-21-north-carolina-greensboro.html,"Thu, Jan 21, 2016",7:00p,REG,@,/cbb/schools/north-carolina-greensboro/men/2016.html,UNC Greensboro,/cbb/conferences/southern/men/2016.html,Southern,-6.01,W,73,60,,17,3,W 4,Greensboro Coliseum,/cbb/schools/chattanooga/men/2016.html
20,/cbb/boxscores/2016-01-30-samford.html,"Sat, Jan 30, 2016",7:00p,REG,@,/cbb/schools/samford/men/2016.html,Samford,/cbb/conferences/southern/men/2016.html,Southern,-5.94,W,63,56,,18,3,W 5,Pete Hanna Center,/cbb/schools/chattanooga/men/2016.html
21,/cbb/boxscores/2016-02-01-chattanooga.html,"Mon, Feb 1, 2016",7:00p,REG,,/cbb/schools/citadel/men/2016.html,The Citadel,/cbb/conferences/southern/men/2016.html,Southern,-15.95,W,125,85,,19,3,W 6,McKenzie Arena,/cbb/schools/chattanooga/men/2016.html
22,/cbb/boxscores/2016-02-04-chattanooga.html,"Thu, Feb 4, 2016",7:30p,REG,,/cbb/schools/wofford/men/2016.html,Wofford,/cbb/conferences/southern/men/2016.html,Southern,-3.75,W,79,63,,20,3,W 7,McKenzie Arena,/cbb/schools/chattanooga/men/2016.html
23,/cbb/boxscores/2016-02-06-chattanooga.html,"Sat, Feb 6, 2016",5:00p,REG,,/cbb/schools/furman/men/2016.html,Furman,/cbb/conferences/southern/men/2016.html,Southern,-2.83,W,62,54,,21,3,W 8,McKenzie Arena,/cbb/schools/chattanooga/men/2016.html
24,/cbb/boxscores/2016-02-08-mercer.html,"Mon, Feb 8, 2016",7:00p,REG,@,/cbb/schools/mercer/men/2016.html,Mercer,/cbb/conferences/southern/men/2016.html,Southern,-3.11,W,72,66,OT,22,3,W 9,Hawkins Arena,/cbb/schools/chattanooga/men/2016.html
25,/cbb/boxscores/2016-02-11-western-carolina.html,"Thu, Feb 11, 2016",7:30p,REG,@,/cbb/schools/western-carolina/men/2016.html,Western Carolina,/cbb/conferences/southern/men/2016.html,Southern,-4.98,L,61,67,,22,4,L 1,Ramsey Center,/cbb/schools/chattanooga/men/2016.html
26,/cbb/boxscores/2016-02-13-east-tennessee-state.html,"Sat, Feb 13, 2016",4:00p,REG,@,/cbb/schools/east-tennessee-state/men/2016.html,East Tennessee State,/cbb/conferences/southern/men/2016.html,Southern,-1.49,W,76,68,,23,4,W 1,Freedom Hall Civic Center,/cbb/schools/chattanooga/men/2016.html
27,/cbb/boxscores/2016-02-18-chattanooga.html,"Thu, Feb 18, 2016",7:00p,REG,,/cbb/schools/virginia-military-institute/men/2016.html,Virginia Military Institute,/cbb/conferences/southern/men/2016.html,Southern,-12.96,W,85,59,,24,4,W 2,McKenzie Arena,/cbb/schools/chattanooga/men/2016.html
28,/cbb/boxscores/2016-02-20-chattanooga.html,"Sat, Feb 20, 2016",5:00p,REG,,/cbb/schools/north-carolina-greensboro/men/2016.html,UNC Greensboro,/cbb/conferences/southern/men/2016.html,Southern,-6.01,L,64,79,,24,5,L 1,McKenzie Arena,/cbb/schools/chattanooga/men/2016.html
29,/cbb/boxscores/2016-02-27-chattanooga.html,"Sat, Feb 27, 2016",5:00p,REG,,/cbb/schools/samford/men/2016.html,Samford,/cbb/conferences/southern/men/2016.html,Southern,-5.94,W,77,66,,25,5,W 1,McKenzie Arena,/cbb/schools/chattanooga/men/2016.html
30,/cbb/boxscores/2016-02-29-virginia-military-institute.html,"Mon, Feb 29, 2016",7:00p,REG,@,/cbb/schools/virginia-military-institute/men/2016.html,Virginia Military Institute,/cbb/conferences/southern/men/2016.html,Southern,-12.96,W,67,65,,26,5,W 2,Cameron Hall,/cbb/schools/chattanooga/men/2016.html
31,/cbb/boxscores/2016-03-05-chattanooga.html,"Sat, Mar 5, 2016",12:00p,CTOURN,N,/cbb/schools/samford/men/2016.html,Samford,/cbb/conferences/southern/men/2016.html,Southern,-5.94,W,59,54,,27,5,W 3,,/cbb/schools/chattanooga/men/2016.html
32,/cbb/boxscores/2016-03-06-chattanooga.html,"Sun, Mar 6, 2016",5:00p,CTOURN,N,/cbb/schools/western-carolina/men/2016.html,Western Carolina,/cbb/conferences/southern/men/2016.html,Southern,-4.98,W,73,69,,28,5,W 4,,/cbb/schools/chattanooga/men/2016.html
33,/cbb/boxscores/2016-03-07-chattanooga.html,"Mon, Mar 7, 2016",9:00p,CTOURN,N,/cbb/schools/east-tennessee-state/men/2016.html,East Tennessee State,/cbb/conferences/southern/men/2016.html,Southern,-1.49,W,73,67,,29,5,W 5,,/cbb/schools/chattanooga/men/2016.html
34,/cbb/boxscores/2016-03-17-indiana.html,"Thu, Mar 17, 2016",7:10p,NCAA,N,/cbb/schools/indiana/men/2016.html,Indiana,/cbb/conferences/big-ten/men/2016.html,Big Ten,19.59,L,74,99,,29,6,L 1,Wells Fargo Arena,/cbb/schools/chattanooga/men/2016.html
