,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs
15,/cbb/boxscores/2022-01-13-19-robert-morris.html,"Thu, Jan 13, 2022",7:00p,REG,Robert Morris,Horizon,W,75,73,9,7,W 7,UPMC Events Center,/cbb/schools/wright-state/men/2022.html,@,/cbb/schools/robert-morris/men/2022.html,/cbb/conferences/horizon/men/2022.html,-12.50
16,/cbb/boxscores/2022-01-15-19-youngstown-state.html,"Sat, Jan 15, 2022",7:00p,REG,Youngstown State,Horizon,L,87,90,9,8,L 1,Beeghly Center,/cbb/schools/wright-state/men/2022.html,@,/cbb/schools/youngstown-state/men/2022.html,/cbb/conferences/horizon/men/2022.html,-6.28
17,/cbb/boxscores/2022-01-20-19-iupui.html,"Thu, Jan 20, 2022",7:00p,REG,IUPUI,Horizon,W,73,45,10,8,W 1,Indiana Farmers Coliseum,/cbb/schools/wright-state/men/2022.html,@,/cbb/schools/iupui/men/2022.html,/cbb/conferences/horizon/men/2022.html,-23.61
18,/cbb/boxscores/2022-01-22-20-illinois-chicago.html,"Sat, Jan 22, 2022",8:00p,REG,Illinois-Chicago,Horizon,W,97,81,11,8,W 2,Credit Union 1 Arena,/cbb/schools/wright-state/men/2022.html,@,/cbb/schools/illinois-chicago/men/2022.html,/cbb/conferences/horizon/men/2022.html,-8.78
19,/cbb/boxscores/2022-01-25-19-northern-kentucky.html,"Tue, Jan 25, 2022",7:00p,REG,Northern Kentucky,Horizon,L,63,73,11,9,L 1,BB&T Arena,/cbb/schools/wright-state/men/2022.html,@,/cbb/schools/northern-kentucky/men/2022.html,/cbb/conferences/horizon/men/2022.html,-3.19
20,/cbb/boxscores/2022-01-28-21-wright-state.html,"Fri, Jan 28, 2022",9:00p,REG,Cleveland State,Horizon,L,67,71,11,10,L 2,Nutter Center,/cbb/schools/wright-state/men/2022.html,,/cbb/schools/cleveland-state/men/2022.html,/cbb/conferences/horizon/men/2022.html,-1.78
21,/cbb/boxscores/2022-01-30-12-wright-state.html,"Sun, Jan 30, 2022",12:00p,REG,Purdue Fort Wayne,Horizon,W,75,63,12,10,W 1,Nutter Center,/cbb/schools/wright-state/men/2022.html,,/cbb/schools/ipfw/men/2022.html,/cbb/conferences/horizon/men/2022.html,-5.59
22,/cbb/boxscores/2022-02-04-19-wright-state.html,"Fri, Feb 4, 2022",7:00p,REG,Detroit Mercy,Horizon,W,90,59,13,10,W 2,Nutter Center,/cbb/schools/wright-state/men/2022.html,,/cbb/schools/detroit-mercy/men/2022.html,/cbb/conferences/horizon/men/2022.html,-6.33
23,/cbb/boxscores/2022-02-05-19-wright-state.html,"Sat, Feb 5, 2022",7:00p,REG,Oakland,Horizon,W,75,64,14,10,W 3,Nutter Center,/cbb/schools/wright-state/men/2022.html,,/cbb/schools/oakland/men/2022.html,/cbb/conferences/horizon/men/2022.html,-1.52
24,/cbb/boxscores/2022-02-09-20-green-bay.html,"Wed, Feb 9, 2022",8:00p,REG,Green Bay,Horizon,W,79,62,15,10,W 4,Resch Center,/cbb/schools/wright-state/men/2022.html,@,/cbb/schools/green-bay/men/2022.html,/cbb/conferences/horizon/men/2022.html,-13.89
25,/cbb/boxscores/2022-02-11-19-milwaukee.html,"Fri, Feb 11, 2022",7:00p,REG,Milwaukee,Horizon,L,57,60,15,11,L 1,UW-Milwaukee Panther Arena,/cbb/schools/wright-state/men/2022.html,@,/cbb/schools/milwaukee/men/2022.html,/cbb/conferences/horizon/men/2022.html,-13.19
26,/cbb/boxscores/2022-02-13-12-wright-state.html,"Sun, Feb 13, 2022",12:00p,REG,Northern Kentucky,Horizon,L,71,75,15,12,L 2,Nutter Center,/cbb/schools/wright-state/men/2022.html,,/cbb/schools/northern-kentucky/men/2022.html,/cbb/conferences/horizon/men/2022.html,-3.19
27,/cbb/boxscores/2022-02-18-21-oakland.html,"Fri, Feb 18, 2022",9:00p,REG,Oakland,Horizon,W,78,74,16,12,W 1,Athletics Center O''rena,/cbb/schools/wright-state/men/2022.html,@,/cbb/schools/oakland/men/2022.html,/cbb/conferences/horizon/men/2022.html,-1.52
28,/cbb/boxscores/2022-02-20-13-detroit-mercy.html,"Sun, Feb 20, 2022",1:00p,REG,Detroit Mercy,Horizon,L,75,80,16,13,L 1,Calihan Hall,/cbb/schools/wright-state/men/2022.html,@,/cbb/schools/detroit-mercy/men/2022.html,/cbb/conferences/horizon/men/2022.html,-6.33
29,/cbb/boxscores/2022-02-24-19-wright-state.html,"Thu, Feb 24, 2022",7:00p,REG,Youngstown State,Horizon,W,84,71,17,13,W 1,Nutter Center,/cbb/schools/wright-state/men/2022.html,,/cbb/schools/youngstown-state/men/2022.html,/cbb/conferences/horizon/men/2022.html,-6.28
30,/cbb/boxscores/2022-02-26-19-wright-state.html,"Sat, Feb 26, 2022",7:00p,REG,Robert Morris,Horizon,W,71,61,18,13,W 2,Nutter Center,/cbb/schools/wright-state/men/2022.html,,/cbb/schools/robert-morris/men/2022.html,/cbb/conferences/horizon/men/2022.html,-12.50
31,/cbb/boxscores/2022-03-03-19-wright-state.html,"Thu, Mar 3, 2022",7:00p,CTOURN,Oakland,Horizon,W,75,63,19,13,W 3,Nutter Center,/cbb/schools/wright-state/men/2022.html,,/cbb/schools/oakland/men/2022.html,/cbb/conferences/horizon/men/2022.html,-1.52
32,/cbb/boxscores/2022-03-07-19-cleveland-state.html,"Mon, Mar 7, 2022",7:00p,CTOURN,Cleveland State,Horizon,W,82,67,20,13,W 4,Indiana Farmers Coliseum,/cbb/schools/wright-state/men/2022.html,N,/cbb/schools/cleveland-state/men/2022.html,/cbb/conferences/horizon/men/2022.html,-1.78
33,/cbb/boxscores/2022-03-08-19-northern-kentucky.html,"Tue, Mar 8, 2022",7:00p,CTOURN,Northern Kentucky,Horizon,W,72,71,21,13,W 5,Indiana Farmers Coliseum,/cbb/schools/wright-state/men/2022.html,N,/cbb/schools/northern-kentucky/men/2022.html,/cbb/conferences/horizon/men/2022.html,-3.19
34,/cbb/boxscores/2022-03-16-18-wright-state.html,"Wed, Mar 16, 2022",6:40p,NCAA,Bryant,NEC,W,93,82,22,13,W 6,University of Dayton Arena,/cbb/schools/wright-state/men/2022.html,N,/cbb/schools/bryant/men/2022.html,/cbb/conferences/northeast/men/2022.html,-4.80
35,/cbb/boxscores/2022-03-18-19-arizona.html,"Fri, Mar 18, 2022",7:27p,NCAA,Arizona,Pac-12,L,70,87,22,14,L 1,Viejas Arena,/cbb/schools/wright-state/men/2022.html,N,/cbb/schools/arizona/men/2022.html,/cbb/conferences/pac-12/men/2022.html,22.75
