,boxScorelink,date,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,overtimes,game_location
11,/cbb/boxscores/2010-12-31-xavier.html,"Fri, Dec 31, 2010",REG,/cbb/schools/florida/men/2011.html,Florida,/cbb/conferences/sec/men/2011.html,SEC,16.27,L,67,71,8,4,L 1,Cintas Center,/cbb/schools/xavier/men/2011.html,,
12,/cbb/boxscores/2011-01-06-cincinnati.html,"Thu, Jan 6, 2011",REG,/cbb/schools/cincinnati/men/2011.html,Cincinnati,/cbb/conferences/big-east/men/2011.html,Big East,15.41,L,46,66,8,5,L 2,Fifth Third Arena,/cbb/schools/xavier/men/2011.html,,@
13,/cbb/boxscores/2011-01-09-rhode-island.html,"Sun, Jan 9, 2011",REG,/cbb/schools/rhode-island/men/2011.html,Rhode Island,/cbb/conferences/atlantic-10/men/2011.html,A-10,3.34,W,72,45,9,5,W 1,Thomas M. Ryan Center,/cbb/schools/xavier/men/2011.html,,@
14,/cbb/boxscores/2011-01-12-xavier.html,"Wed, Jan 12, 2011",REG,/cbb/schools/massachusetts/men/2011.html,Massachusetts,/cbb/conferences/atlantic-10/men/2011.html,A-10,-0.76,W,79,50,10,5,W 2,Cintas Center,/cbb/schools/xavier/men/2011.html,,
15,/cbb/boxscores/2011-01-15-xavier.html,"Sat, Jan 15, 2011",REG,/cbb/schools/dayton/men/2011.html,Dayton,/cbb/conferences/atlantic-10/men/2011.html,A-10,4.87,W,81,76,11,5,W 3,Cintas Center,/cbb/schools/xavier/men/2011.html,,
16,/cbb/boxscores/2011-01-19-st-bonaventure.html,"Wed, Jan 19, 2011",REG,/cbb/schools/st-bonaventure/men/2011.html,St. Bonaventure,/cbb/conferences/atlantic-10/men/2011.html,A-10,1.31,W,79,65,12,5,W 4,Reilly Center,/cbb/schools/xavier/men/2011.html,,@
17,/cbb/boxscores/2011-01-22-xavier.html,"Sat, Jan 22, 2011",REG,/cbb/schools/temple/men/2011.html,Temple,/cbb/conferences/atlantic-10/men/2011.html,A-10,12.35,W,88,77,13,5,W 5,Cintas Center,/cbb/schools/xavier/men/2011.html,,
18,/cbb/boxscores/2011-01-26-xavier.html,"Wed, Jan 26, 2011",REG,/cbb/schools/george-washington/men/2011.html,George Washington,/cbb/conferences/atlantic-10/men/2011.html,A-10,-0.10,W,81,74,14,5,W 6,Cintas Center,/cbb/schools/xavier/men/2011.html,,
19,/cbb/boxscores/2011-01-29-richmond.html,"Sat, Jan 29, 2011",REG,/cbb/schools/richmond/men/2011.html,Richmond,/cbb/conferences/atlantic-10/men/2011.html,A-10,11.23,W,85,62,15,5,W 7,Robins Center,/cbb/schools/xavier/men/2011.html,,@
20,/cbb/boxscores/2011-02-02-charlotte.html,"Wed, Feb 2, 2011",REG,/cbb/schools/charlotte/men/2011.html,Charlotte,/cbb/conferences/atlantic-10/men/2011.html,A-10,-2.54,L,62,66,15,6,L 1,Dale F. Halton Arena,/cbb/schools/xavier/men/2011.html,,@
21,/cbb/boxscores/2011-02-05-xavier.html,"Sat, Feb 5, 2011",REG,/cbb/schools/saint-louis/men/2011.html,Saint Louis,/cbb/conferences/atlantic-10/men/2011.html,A-10,2.83,W,76,68,16,6,W 1,Cintas Center,/cbb/schools/xavier/men/2011.html,,
22,/cbb/boxscores/2011-02-08-georgia.html,"Tue, Feb 8, 2011",REG,/cbb/schools/georgia/men/2011.html,Georgia,/cbb/conferences/sec/men/2011.html,SEC,10.43,W,65,57,17,6,W 2,Stegeman Coliseum,/cbb/schools/xavier/men/2011.html,,@
23,/cbb/boxscores/2011-02-13-duquesne.html,"Sun, Feb 13, 2011",REG,/cbb/schools/duquesne/men/2011.html,Duquesne,/cbb/conferences/atlantic-10/men/2011.html,A-10,10.33,W,71,63,18,6,W 3,Consol Energy Center,/cbb/schools/xavier/men/2011.html,,N
24,/cbb/boxscores/2011-02-16-saint-josephs.html,"Wed, Feb 16, 2011",REG,/cbb/schools/saint-josephs/men/2011.html,Saint Joseph's,/cbb/conferences/atlantic-10/men/2011.html,A-10,-1.75,W,74,54,19,6,W 4,Hagan Arena,/cbb/schools/xavier/men/2011.html,,@
25,/cbb/boxscores/2011-02-19-xavier.html,"Sat, Feb 19, 2011",REG,/cbb/schools/fordham/men/2011.html,Fordham,/cbb/conferences/atlantic-10/men/2011.html,A-10,-8.77,W,79,72,20,6,W 5,Cintas Center,/cbb/schools/xavier/men/2011.html,,
26,/cbb/boxscores/2011-02-22-xavier.html,"Tue, Feb 22, 2011",REG,/cbb/schools/la-salle/men/2011.html,La Salle,/cbb/conferences/atlantic-10/men/2011.html,A-10,-0.08,W,100,62,21,6,W 6,Cintas Center,/cbb/schools/xavier/men/2011.html,,
27,/cbb/boxscores/2011-02-27-dayton.html,"Sun, Feb 27, 2011",REG,/cbb/schools/dayton/men/2011.html,Dayton,/cbb/conferences/atlantic-10/men/2011.html,A-10,4.87,W,66,62,22,6,W 7,University of Dayton Arena,/cbb/schools/xavier/men/2011.html,,@
28,/cbb/boxscores/2011-03-02-xavier.html,"Wed, Mar 2, 2011",REG,/cbb/schools/charlotte/men/2011.html,Charlotte,/cbb/conferences/atlantic-10/men/2011.html,A-10,-2.54,W,68,48,23,6,W 8,Cintas Center,/cbb/schools/xavier/men/2011.html,,
29,/cbb/boxscores/2011-03-05-saint-louis.html,"Sat, Mar 5, 2011",REG,/cbb/schools/saint-louis/men/2011.html,Saint Louis,/cbb/conferences/atlantic-10/men/2011.html,A-10,2.83,W,66,55,24,6,W 9,Chaifetz Arena,/cbb/schools/xavier/men/2011.html,,@
30,/cbb/boxscores/2011-03-11-xavier.html,"Fri, Mar 11, 2011",CTOURN,/cbb/schools/dayton/men/2011.html,Dayton,/cbb/conferences/atlantic-10/men/2011.html,A-10,4.87,L,67,68,24,7,L 1,Boardwalk Hall,/cbb/schools/xavier/men/2011.html,,N
31,/cbb/boxscores/2011-03-18-marquette.html,"Fri, Mar 18, 2011",NCAA,/cbb/schools/marquette/men/2011.html,Marquette,/cbb/conferences/big-east/men/2011.html,Big East,14.89,L,55,66,24,8,L 2,Quicken Loans Arena,/cbb/schools/xavier/men/2011.html,,N
